연번,전체기관명,도로명주소
1258,경찰청 서울특별시경찰청 서울강동경찰서 천호지구대,"서울특별시 강동구 구천면로 141, 천호지구대"
1259,경찰청 서울특별시경찰청 서울강북경찰서,서울특별시 강북구 오패산로 406
1260,경찰청 서울특별시경찰청 서울강북경찰서 미아지구대,서울특별시 강북구 도봉로 127
1261,경찰청 서울특별시경찰청 서울강북경찰서 번3파출소,서울특별시 강북구 월계로 227
1262,경찰청 서울특별시경찰청 서울강북경찰서 번동파출소,서울특별시 강북구 한천로 969
1263,경찰청 서울특별시경찰청 서울강북경찰서 삼양파출소,서울특별시 강북구 삼양로 239-1
1264,경찰청 서울특별시경찰청 서울강북경찰서 솔샘지구대,서울특별시 강북구 오현로 4
1265,경찰청 서울특별시경찰청 서울강북경찰서 수유1파출소,서울특별시 강북구 삼양로 305
1266,경찰청 서울특별시경찰청 서울강북경찰서 수유2파출소,서울특별시 강북구 삼각산로 115
1267,경찰청 서울특별시경찰청 서울강북경찰서 수유3파출소,서울특별시 강북구 한천로150길 76
1268,경찰청 서울특별시경찰청 서울강북경찰서 인수파출소,서울특별시 강북구삼양로 88길 28
1269,경찰청 서울특별시경찰청 서울강서경찰서,서울특별시 강서구 화곡로 308
1270,경찰청 서울특별시경찰청 서울강서경찰서 가양지구대,서울특별시 강서구 화곡로65길 63
1271,경찰청 서울특별시경찰청 서울강서경찰서 곰달래지구대,서울특별시 강서구 곰달래로59길 12
1272,경찰청 서울특별시경찰청 서울강서경찰서 공항지구대,서울특별시 강서구 방화동로 5 공항지구대
1273,경찰청 서울특별시경찰청 서울강서경찰서 까치산지구대,서울특별시 강서구 강서로7길 39
1274,경찰청 서울특별시경찰청 서울강서경찰서 등촌2파출소,서울특별시 강서구 등촌로 167 등촌2파출소
1275,경찰청 서울특별시경찰청 서울강서경찰서 발산지구대,서울특별시 강서구 수명로2길 46
1276,경찰청 서울특별시경찰청 서울강서경찰서 방화3파출소,서울특별시 강서구 금낭화로26길 16
1277,경찰청 서울특별시경찰청 서울강서경찰서 염창지구대,서울특별시 강서구 공항대로59다길 80
1278,경찰청 서울특별시경찰청 서울강서경찰서 화곡3파출소,서울특별시 강서구 강서로45다길 71
1279,경찰청 서울특별시경찰청 서울강서경찰서 화곡지구대,서울특별시 강서구 화곡로 310
1280,경찰청 서울특별시경찰청 서울관악경찰서,서울특별시 관악구 관악로5길 33
1281,경찰청 서울특별시경찰청 서울관악경찰서 관악산지구대,서울특별시 관악구 신림로28길 1 관악산지구대
1282,경찰청 서울특별시경찰청 서울관악경찰서 구암지구대,서울특별시 관악구 은천로 93
1283,경찰청 서울특별시경찰청 서울관악경찰서 낙성대지구대,"서울특별시 관악구 낙성대로2, 낙성대지구대"
1284,경찰청 서울특별시경찰청 서울관악경찰서 난우파출소,서울특별시 관악구 난곡로64 난우파출소
1285,경찰청 서울특별시경찰청 서울관악경찰서 남현파출소,서울특별시 관악구 남현1가길 29 남현파출소
1286,경찰청 서울특별시경찰청 서울관악경찰서 당곡지구대,서울특별시 관악구 남부순환로191길 12 당곡지구대
1287,경찰청 서울특별시경찰청 서울관악경찰서 미성파출소,서울특별시 관악구 난곡로64가길 31
1288,경찰청 서울특별시경찰청 서울관악경찰서 신림지구대,서울특별시 관악구 남부순환로188길 12 신림지구대
1289,경찰청 서울특별시경찰청 서울관악경찰서 신사지구대,서울특별시 관악구 신사로 106
1290,경찰청 서울특별시경찰청 서울광진경찰서,서울특별시 광진구 자양로 167
1291,경찰청 서울특별시경찰청 서울광진경찰서 광나루지구대,서울특별시 광진구 아차산로 567
1292,경찰청 서울특별시경찰청 서울광진경찰서 구의파출소,서울특별시 광진구 광나루로 545 구의파출소
1293,경찰청 서울특별시경찰청 서울광진경찰서 자양1파출소,서울특별시 광진구 자양번영로 80
1294,경찰청 서울특별시경찰청 서울광진경찰서 자양4파출소,서울특별시 광진구 뚝섬로22가길 43번지 자양4파출소
1295,경찰청 서울특별시경찰청 서울광진경찰서 자양파출소,서울특별시 광진구 뚝섬로36길 9
1296,경찰청 서울특별시경찰청 서울광진경찰서 중곡1파출소,서울특별시 광진구 능동로 385
1297,경찰청 서울특별시경찰청 서울광진경찰서 중곡2파출소,서울특별시 광진구 능동로 346
1298,경찰청 서울특별시경찰청 서울광진경찰서 중곡3파출소,서울특별시 광진구 동일로 76가길 28
1299,경찰청 서울특별시경찰청 서울광진경찰서 중곡4파출소,서울특별시 광진구 용마산로24길 7
1300,경찰청 서울특별시경찰청 서울광진경찰서 화양지구대,서울특별시 광진구 능동로17길 39 화양지구대
1301,경찰청 서울특별시경찰청 서울구로경찰서,서울특별시 구로구 가마산로 235
1302,경찰청 서울특별시경찰청 서울구로경찰서 가리봉파출소,서울특별시 구로구 남부순환로 1275 가리봉파출소
1303,경찰청 서울특별시경찰청 서울구로경찰서 개봉지구대,서울특별시 구로구 개봉로18길 5 개봉지구대
1304,경찰청 서울특별시경찰청 서울구로경찰서 고척지구대,서울특별시 구로구 중앙로 15길 30 고척지구대
1305,경찰청 서울특별시경찰청 서울구로경찰서 구로3파출소,서울특별시 구로구 디지털로31길 86 구로3파출소
1306,경찰청 서울특별시경찰청 서울구로경찰서 구일지구대,서울특별시 구로구 도림로 63 구일지구대
1307,경찰청 서울특별시경찰청 서울구로경찰서 신구로지구대,서울특별시 구로구 새말로 26 신구로지구대
1308,경찰청 서울특별시경찰청 서울구로경찰서 오류지구대,서울특별시 구로구 고척로1길 34 오류지구대
1309,경찰청 서울특별시경찰청 서울구로경찰서 천왕파출소,서울특별시 구로구 오리로 1102-8
1310,경찰청 서울특별시경찰청 서울금천경찰서,서울특별시 관악구 시흥대로 73길 50
1311,경찰청 서울특별시경찰청 서울금천경찰서 가산파출소,서울특별시 금천구 벚꽃로56길 174
1312,경찰청 서울특별시경찰청 서울금천경찰서 금천파출소,서울특별시 금천구 시흥대로57길 45
1313,경찰청 서울특별시경찰청 서울금천경찰서 독산파출소,서울특별시 금천구 벚꽃로10길 89
1314,경찰청 서울특별시경찰청 서울금천경찰서 문성지구대,서울특별시 금천구 독산로 76길 20
1315,경찰청 서울특별시경찰청 서울금천경찰서 백산지구대,서울특별시 금천구 탑골로2길 37 백산지구대
1316,경찰청 서울특별시경찰청 서울남대문경찰서,서울특별시 중구 한강대로 410
1317,경찰청 서울특별시경찰청 서울남대문경찰서 남대문파출소,서울특별시 중구 남대문시장4길 28-16
1318,경찰청 서울특별시경찰청 서울남대문경찰서 명동파출소,서울특별시 중구 명동길 30 명동파출소
1319,경찰청 서울특별시경찰청 서울남대문경찰서 서소문파출소,서울특별시 중구 서소문로 131-1 서소문파출소
1320,경찰청 서울특별시경찰청 서울남대문경찰서 서울역파출소,서울특별시 중구 통일로 13
1321,경찰청 서울특별시경찰청 서울남대문경찰서 중림파출소,서울특별시 중구 중림로 36
1322,경찰청 서울특별시경찰청 서울남대문경찰서 태평로파출소,서울특별시 중구 다동길 11
1323,경찰청 서울특별시경찰청 서울남대문경찰서 회현파출소,서울특별시 중구 퇴계로6길 3-15
1324,경찰청 서울특별시경찰청 서울노원경찰서,서울특별시 노원구 노원로 283
1325,경찰청 서울특별시경찰청 서울노원경찰서 노원역지구대,서울특별시 노원구 노원로431
1326,경찰청 서울특별시경찰청 서울노원경찰서 당고개파출소,서울특별시 노원구 상계로221
1327,경찰청 서울특별시경찰청 서울노원경찰서 당현지구대,서울특별시 노원구 노원로17길 64번지
1328,경찰청 서울특별시경찰청 서울노원경찰서 마들지구대,서울특별시 노원구 한글비석로 489 마들지구대
1329,경찰청 서울특별시경찰청 서울노원경찰서 불암지구대,서울특별시 노원구 한글비석로 277
1330,경찰청 서울특별시경찰청 서울노원경찰서 상계1파출소,서울특별시 노원구 동일로 1693
1331,경찰청 서울특별시경찰청 서울노원경찰서 월계지구대,서울특별시 노원구 월계로55길 58
1332,경찰청 서울특별시경찰청 서울노원경찰서 화랑지구대,서울특별시 노원구 동일로 1034
1333,경찰청 서울특별시경찰청 서울도봉경찰서,서울특별시 도봉구 노해로 403
1334,경찰청 서울특별시경찰청 서울도봉경찰서 도봉1파출소,서울특별시 도봉구 도봉로169길 43 도봉1파출소
1335,경찰청 서울특별시경찰청 서울도봉경찰서 도봉2파출소,서울특별시 도봉구 도봉로 180나길 33
1336,경찰청 서울특별시경찰청 서울도봉경찰서 방학파출소,서울특별시 도봉구 도봉로145길 45 방학파출소
1337,경찰청 서울특별시경찰청 서울도봉경찰서 숭미파출소,서울특별시 도봉구 노해로 139 숭미파출소
1338,경찰청 서울특별시경찰청 서울도봉경찰서 신방학파출소,서울특별시 도봉구 시루봉로5길 10
1339,경찰청 서울특별시경찰청 서울도봉경찰서 신창파출소,서울특별시 도봉구 도봉로104길 49-5
1340,경찰청 서울특별시경찰청 서울도봉경찰서 쌍문파출소,서울특별시 도봉구 방학로3길 132
1341,경찰청 서울특별시경찰청 서울도봉경찰서 창동지구대,서울특별시 도봉구 노해로 392
1342,경찰청 서울특별시경찰청 서울동대문경찰서,서울특별시 동대문구 약령시로21길 29
1343,경찰청 서울특별시경찰청 서울동대문경찰서 답십리지구대,서울특별시 동대문구 사가정로 2길 9
1344,경찰청 서울특별시경찰청 서울동대문경찰서 용신지구대,서울특별시 동대문구 청계천로 7길 4
1345,경찰청 서울특별시경찰청 서울동대문경찰서 이문지구대,서울특별시 동대문구 한천로 402
1346,경찰청 서울특별시경찰청 서울동대문경찰서 장안1파출소,서울특별시 동대문구 답십리길 258
1347,경찰청 서울특별시경찰청 서울동대문경찰서 장안2파출소,서울특별시 동대문구 답십리로 69길 100
1348,경찰청 서울특별시경찰청 서울동대문경찰서 전농1파출소,서울특별시 동대문구 서울시립대로 56
1349,경찰청 서울특별시경찰청 서울동대문경찰서 전농2파출소,서울특별시 동대문구 전농로38다길 21
1350,경찰청 서울특별시경찰청 서울동대문경찰서 제기파출소,서울특별시 동대문구 약령시로 17길 59-11
1351,경찰청 서울특별시경찰청 서울동대문경찰서 청량리파출소,서울특별시 동대문구 약령시로21길 15
1352,경찰청 서울특별시경찰청 서울동대문경찰서 회기파출소,서울특별시 동대문구 회기로18길 2
1353,경찰청 서울특별시경찰청 서울동대문경찰서 휘경파출소,서울특별시 동대문구 한천로 266
1354,경찰청 서울특별시경찰청 서울동작경찰서,서울특별시 동작구 노량진로 148
1355,경찰청 서울특별시경찰청 서울동작경찰서 남성지구대,서울특별시 동작구 동작대로 43길 22
1356,경찰청 서울특별시경찰청 서울동작경찰서 노량진지구대,서울특별시 동작구 등용로12나길 2
1357,경찰청 서울특별시경찰청 서울동작경찰서 대방파출소,서울특별시 동작구 여의대방로 130
1358,경찰청 서울특별시경찰청 서울동작경찰서 사당지구대,서울특별시 동작구 동작대로9길 35
1359,경찰청 서울특별시경찰청 서울동작경찰서 상도지구대,서울특별시 동작구 등용로 24 
1360,경찰청 서울특별시경찰청 서울동작경찰서 신대방지구대,서울특별시 동작구 신대방1다길 24
1361,경찰청 서울특별시경찰청 서울동작경찰서 흑석지구대,서울특별시 동작구 흑석로13길 13
1362,경찰청 서울특별시경찰청 서울마포경찰서,서울특별시 마포구 마포대로 183
1363,경찰청 서울특별시경찰청 서울마포경찰서 공덕지구대,서울특별시 마포구 마포대로 197
1364,경찰청 서울특별시경찰청 서울마포경찰서 망원파출소,서울특별시 마포구 망원로2길 63
1365,경찰청 서울특별시경찰청 서울마포경찰서 상암파출소,서울특별시 마포구 매봉산로 76
1366,경찰청 서울특별시경찰청 서울마포경찰서 서강지구대,서울특별시 마포구 독막로22길 8
1367,경찰청 서울특별시경찰청 서울마포경찰서 연남파출소,서울특별시 마포구 연남로 4
1368,경찰청 서울특별시경찰청 서울마포경찰서 용강지구대,서울특별시 마포구 토정로31길 35
1369,경찰청 서울특별시경찰청 서울마포경찰서 월드컵지구대,서울특별시 마포구 월드컵북로 30길 24
1370,경찰청 서울특별시경찰청 서울마포경찰서 홍익지구대,서울특별시 마포구 양화로11길 63
1371,경찰청 서울특별시경찰청 서울방배경찰서,서울특별시 서초구 동작대로 204 (임시청사)
1372,경찰청 서울특별시경찰청 서울방배경찰서 남태령지구대,서울특별시 서초구 동작대로 34 남태령지구대
1373,경찰청 서울특별시경찰청 서울방배경찰서 방배1파출소,서울특별시 서초구 효령료 31길 64
1374,경찰청 서울특별시경찰청 서울방배경찰서 서래파출소,서울특별시 서초구 신반포로 16길 15-14
1375,경찰청 서울특별시경찰청 서울방배경찰서 이수파출소,서울특별시 서초구 동광로19길 38
1376,경찰청 서울특별시경찰청 서울서대문경찰서,서울특별시 서대문구 통일로 113
1377,경찰청 서울특별시경찰청 서울서대문경찰서 남가좌파출소,서울특별시 서대문구 가재울로4길 51
1378,경찰청 서울특별시경찰청 서울서대문경찰서 북가좌파출소,서울특별시 서대문구 증가로 244
1379,경찰청 서울특별시경찰청 서울서대문경찰서 신촌지구대,서울특별시 서대문구 신촌역로 22
1380,경찰청 서울특별시경찰청 서울서대문경찰서 연희파출소,서울특별시 서대문구 연희로25길 73
1381,경찰청 서울특별시경찰청 서울서대문경찰서 충정로지구대,서울특별시 서대문구 충정로 35
1382,경찰청 서울특별시경찰청 서울서대문경찰서 홍은2파출소,서울특별시 서대문구 연희로 298
1383,경찰청 서울특별시경찰청 서울서대문경찰서 홍은파출소,서울특별시 서대문구 세검정로1길 112
1384,경찰청 서울특별시경찰청 서울서대문경찰서 홍제파출소,서울특별시 서대문구 통일로 441-1
1385,경찰청 서울특별시경찰청 서울서부경찰서,서울특별시 은평구 진흥로 58
1386,경찰청 서울특별시경찰청 서울서부경찰서 녹번파출소,서울특별시 은평구 진흥로 진흥로200
1387,경찰청 서울특별시경찰청 서울서부경찰서 신사지구대,서울특별시 은평구 은평터널로5길 6호
1388,경찰청 서울특별시경찰청 서울서부경찰서 역촌파출소,서울특별시 은평구 연서로 61
1389,경찰청 서울특별시경찰청 서울서부경찰서 응암3파출소,서울특별시 은평구 응암로 208 
1390,경찰청 서울특별시경찰청 서울서부경찰서 응암지구대,서울특별시 은평구 은평로 171
1391,경찰청 서울특별시경찰청 서울서초경찰서,서울특별시 서초구 반포대로 179
1392,경찰청 서울특별시경찰청 서울서초경찰서 내곡파출소,서울특별시 서초구 헌릉로 226
1393,경찰청 서울특별시경찰청 서울서초경찰서 반포지구대,서울특별시 서초구 신반포로190
1394,경찰청 서울특별시경찰청 서울서초경찰서 서초2파출소,서울특별시 서초구 서운로 38
1395,경찰청 서울특별시경찰청 서울서초경찰서 서초3파출소,서울특별시 서초구 반포대로30길 40
1396,경찰청 서울특별시경찰청 서울서초경찰서 서초파출소,서울특별시 서초구 효령로 297
1397,경찰청 서울특별시경찰청 서울서초경찰서 양재파출소,서울특별시 서초구 남부순환로356길 9
1398,경찰청 서울특별시경찰청 서울서초경찰서 우면파출소,서울특별시 서초구 양재대로2길 106
1399,경찰청 서울특별시경찰청 서울성동경찰서,서울특별시 성동구 왕십리 광장로 9
1400,경찰청 서울특별시경찰청 서울성동경찰서 금호파출소,서울특별시 성동구 금호로11길 2-1
1401,경찰청 서울특별시경찰청 서울성동경찰서 서울숲지구대,서울특별시 성동구 성덕정길 77-2
1402,경찰청 서울특별시경찰청 서울성동경찰서 성수지구대,서울특별시 성동구 광나루로2가길 35 성수지구대
1403,경찰청 서울특별시경찰청 서울성동경찰서 옥수파출소,서울특별시 성동구 독서당로 211
1404,경찰청 서울특별시경찰청 서울성동경찰서 왕십리파출소,서울특별시 성동구 마장로 205
1405,경찰청 서울특별시경찰청 서울성동경찰서 용답파출소,서울특별시 성동구 용답중앙길 49 용답파출소
1406,경찰청 서울특별시경찰청 서울성동경찰서 응봉파출소,서울특별시 성동구 독서당로 373 응봉파출소
1407,경찰청 서울특별시경찰청 서울성동경찰서 한양지구대,서울특별시 성동구 사근동길 5
1408,경찰청 서울특별시경찰청 서울성동경찰서 행당파출소,서울특별시 성동구 행당로 89
1409,경찰청 서울특별시경찰청 서울성북경찰서,서울특별시 성북구 보문로 170 성북경찰서
1410,경찰청 서울특별시경찰청 서울성북경찰서 길음지구대,서울특별시 성북구 삼양로13길 51 길음지구대
1411,경찰청 서울특별시경찰청 서울성북경찰서 돈암지구대,서울특별시 성북구 아리랑로5길 54
1412,경찰청 서울특별시경찰청 서울성북경찰서 성북파출소,서울특별시 성북구 성북로 94 성북파출소
1413,경찰청 서울특별시경찰청 서울성북경찰서 안암지구대,서울특별시 성북구 지봉로21길 45
1414,경찰청 서울특별시경찰청 서울성북경찰서 정릉2파출소,서울특별시 성북구 정릉로26길 6 정릉2파출소
1415,경찰청 서울특별시경찰청 서울성북경찰서 정릉파출소,서울특별시 성북구 솔샘로 111
1416,경찰청 서울특별시경찰청 서울송파경찰서,서울특별시 송파구 중대로 221
1417,경찰청 서울특별시경찰청 서울송파경찰서 가락지구대,서울특별시 송파구 중대로 179
1418,경찰청 서울특별시경찰청 서울송파경찰서 거여파출소,서울특별시 송파구 새말로15길 9
1419,경찰청 서울특별시경찰청 서울송파경찰서 마천파출소,서울특별시 송파구 마천로 41길 8
1420,경찰청 서울특별시경찰청 서울송파경찰서 문정지구대,서울특별시 송파구 충민로2길 18
1421,경찰청 서울특별시경찰청 서울송파경찰서 방이지구대,서울특별시 송파구 양재대로71길 5-6
1422,경찰청 서울특별시경찰청 서울송파경찰서 삼전지구대,서울특별시 송파구 백제고분로 238
1423,경찰청 서울특별시경찰청 서울송파경찰서 신천파출소,서울특별시 송파구 올림픽로35길 12 
1424,경찰청 서울특별시경찰청 서울송파경찰서 오금파출소,서울특별시 송파구 마천로8길 17
1425,경찰청 서울특별시경찰청 서울송파경찰서 위례파출소,서울특별시 송파구 위례순환로 371
1426,경찰청 서울특별시경찰청 서울송파경찰서 잠실지구대,서울특별시 송파구 올림픽로 101
1427,경찰청 서울특별시경찰청 서울송파경찰서 풍납파출소,서울특별시 송파구 풍성로 42
1428,경찰청 서울특별시경찰청 서울수서경찰서,서울특별시 강남구 개포로 617
1429,경찰청 서울특별시경찰청 서울수서경찰서 개포지구대,서울특별시 강남구 개포로 261
1430,경찰청 서울특별시경찰청 서울수서경찰서 대왕파출소,서울특별시 강남구 헌릉로 623
1431,경찰청 서울특별시경찰청 서울수서경찰서 대치지구대,서울특별시 강남구 삼성로 203
1432,경찰청 서울특별시경찰청 서울수서경찰서 도곡지구대,서울특별시 강남구 언주로 426
1433,경찰청 서울특별시경찰청 서울수서경찰서 수서파출소,서울특별시 강남구 밤고개로1길 48
1434,경찰청 서울특별시경찰청 서울수서경찰서 일원지구대,서울특별시 강남구 일원로3길 35 일원파출소
1435,경찰청 서울특별시경찰청 서울양천경찰서,서울특별시 양천구 목동동로 99
1436,경찰청 서울특별시경찰청 서울양천경찰서 목1지구대,서울특별시 양천구 목동동로 373
1437,경찰청 서울특별시경찰청 서울양천경찰서 목2지구대,서울특별시 양천구 등촌로 166
1438,경찰청 서울특별시경찰청 서울양천경찰서 신월1파출소,서울특별시 양천구 남부순환로59길 8 
1439,경찰청 서울특별시경찰청 서울양천경찰서 신월2지구대,서울특별시 양천구 지양로 55
1440,경찰청 서울특별시경찰청 서울양천경찰서 신월5파출소,서울특별시 양천구 남부순환로31길 37
1441,경찰청 서울특별시경찰청 서울양천경찰서 신정1지구대,서울특별시 양천구 중앙로32길 65
1442,경찰청 서울특별시경찰청 서울양천경찰서 신정2지구대,서울특별시 양천구 목동로17길 5
1443,경찰청 서울특별시경찰청 서울양천경찰서 신정3파출소,서울특별시 양천구 중앙로 205
1444,경찰청 서울특별시경찰청 서울영등포경찰서,서울특별시 영등포구 국회대로 608
1445,경찰청 서울특별시경찰청 서울영등포경찰서 당산지구대,서울특별시 영등포구 당산로 221
1446,경찰청 서울특별시경찰청 서울영등포경찰서 대림3파출소,서울특별시 영등포구 대림로 197
1447,경찰청 서울특별시경찰청 서울영등포경찰서 대림지구대,서울특별시 영등포구 대림로23길 16-1
1448,경찰청 서울특별시경찰청 서울영등포경찰서 문래지구대,서울특별시 영등포구 경인로 759
1449,경찰청 서울특별시경찰청 서울영등포경찰서 신길지구대,서울특별시 영등포구 신길로60다길 16 
1450,경찰청 서울특별시경찰청 서울영등포경찰서 신풍지구대,서울특별시 영등포구 대방천로 195
1451,경찰청 서울특별시경찰청 서울영등포경찰서 양평파출소,서울특별시 영등포구 선유로 95
1452,경찰청 서울특별시경찰청 서울영등포경찰서 여의도지구대,서울특별시 영등포구 여의공원로 120 여의도지구대
1453,경찰청 서울특별시경찰청 서울영등포경찰서 영등포역파출소,서울특별시 영등포구 경인로102길 13
1454,경찰청 서울특별시경찰청 서울영등포경찰서 중앙지구대,서울특별시 영등포구 영등포로46길 14
1455,경찰청 서울특별시경찰청 서울용산경찰서,서울특별시 용산구 원효로 89길 24
1456,경찰청 서울특별시경찰청 서울용산경찰서 보광파출소,"서울특별시 용산구 보광로 25-1, 보광파출소"
1457,경찰청 서울특별시경찰청 서울용산경찰서 삼각지파출소,서울 용산구 한강대로198-2
1458,경찰청 서울특별시경찰청 서울용산경찰서 용중지구대,"서울특별시 용산구 후암로16나길 17, 용중지구대"
1459,경찰청 서울특별시경찰청 서울용산경찰서 원효지구대,서울특별시 용산구 백범로 329
1460,경찰청 서울특별시경찰청 서울용산경찰서 이태원파출소,서울특별시 용산구 이태원로 184
1461,경찰청 서울특별시경찰청 서울용산경찰서 한강로지구대,서울특별시 용산구 서빙고로67
1462,경찰청 서울특별시경찰청 서울용산경찰서 한남파출소,"서울특별시 용산구 대사관로34길 53, 한남파출소"
1463,경찰청 서울특별시경찰청 서울은평경찰서,서울특별시 은평구 연서로 365
1464,경찰청 서울특별시경찰청 서울은평경찰서 대조파출소,서울특별시 은평구 통일로 737
1465,경찰청 서울특별시경찰청 서울은평경찰서 불광지구대,서울특별시 은평구 연서로 290
1466,경찰청 서울특별시경찰청 서울은평경찰서 연신내지구대,서울특별시 은평구 갈현로 195
1467,경찰청 서울특별시경찰청 서울은평경찰서 진관파출소,서울특별시 은평구 진관3로 38 진관파출소
1468,경찰청 서울특별시경찰청 서울종로경찰서,서울특별시 종로구 율곡로46
1469,경찰청 서울특별시경찰청 서울종로경찰서 관수파출소,서울특별시 종로구 삼일대로 386
1470,경찰청 서울특별시경찰청 서울종로경찰서 교남파출소,서울특별시 종로구 송월길 152
1471,경찰청 서울특별시경찰청 서울종로경찰서 사직파출소,서울특별시 종로구 사직로9길5
1472,경찰청 서울특별시경찰청 서울종로경찰서 삼청파출소,서울특별시 종로구 삼청로 66
1473,경찰청 서울특별시경찰청 서울종로경찰서 세검정파출소,서울특별시 종로구 세검정로 226 
1474,경찰청 서울특별시경찰청 서울종로경찰서 세종로파출소,서울특별시 중구 세종대로 141
1475,경찰청 서울특별시경찰청 서울종로경찰서 신문로파출소,서울특별시 종로구 경희궁길 6-3
1476,경찰청 서울특별시경찰청 서울종로경찰서 옥인파출소,서울특별시 종로구 자하문로17길 24
1477,경찰청 서울특별시경찰청 서울종로경찰서 종로2가지구대,서울특별시 종로구 종로17길 4 종로2가파출소
1478,경찰청 서울특별시경찰청 서울종로경찰서 청운파출소,서울특별시 종로구 자하문로 92-1
1479,경찰청 서울특별시경찰청 서울종로경찰서 청진파출소,서울특별시 종로구 삼봉로 33 청진파출소
1480,경찰청 서울특별시경찰청 서울종로경찰서 통의파출소,서울특별시 종로구 효자로 9
1481,경찰청 서울특별시경찰청 서울종로경찰서 평창파출소,서울특별시 종로구 평창문화로 46
1482,경찰청 서울특별시경찰청 서울종암경찰서,서울특별시 성북구 종암로 135
1483,경찰청 서울특별시경찰청 서울종암경찰서 석관파출소,서울특별시 성북구 화랑로32가길 20 석관파출소
1484,경찰청 서울특별시경찰청 서울종암경찰서 월곡지구대,서울특별시 성북구 종암로32길 5 월곡지구대
1485,경찰청 서울특별시경찰청 서울종암경찰서 장위지구대,서울특별시 성북구 장월로 174 장위지구대
1486,경찰청 서울특별시경찰청 서울종암경찰서 종암파출소,서울특별시 성북구 종암로23길 52
1487,경찰청 서울특별시경찰청 서울중랑경찰서,서울특별시 중랑구 신내역로 3길 40-10
1488,경찰청 서울특별시경찰청 서울중랑경찰서 망우지구대,서울특별시 중랑구 망우로 391
1489,경찰청 서울특별시경찰청 서울중랑경찰서 먹골파출소,서울특별시 중랑구 숙선옹주로7길 1
1490,경찰청 서울특별시경찰청 서울중랑경찰서 면목본동파출소,서울특별시 중랑구 상봉로 27
1491,경찰청 서울특별시경찰청 서울중랑경찰서 면목삼팔파출소,서울특별시 중랑구 사가정로41길 45
1492,경찰청 서울특별시경찰청 서울중랑경찰서 봉화지구대,서울특별시 중랑구 신내로 177
1493,경찰청 서울특별시경찰청 서울중랑경찰서 상봉파출소,서울특별시 중랑구 중랑천로 69 상봉파출소
1494,경찰청 서울특별시경찰청 서울중랑경찰서 용마지구대,서울특별시 중랑구 동일로 566
1495,경찰청 서울특별시경찰청 서울중랑경찰서 중화지구대,서울특별시 중랑구 중랑천로 146
1496,경찰청 서울특별시경찰청 서울중부경찰서,서울특별시 중구 수표로 27
1497,경찰청 서울특별시경찰청 서울중부경찰서 광희지구대,서울특별시 중구 퇴계로 375-1
1498,경찰청 서울특별시경찰청 서울중부경찰서 신당파출소,서울특별시 중구 다산로 248
1499,경찰청 서울특별시경찰청 서울중부경찰서 약수지구대,"서울특별시 중구 동호로 5길 15, 약수지구대"
1500,경찰청 서울특별시경찰청 서울중부경찰서 을지로3가파출소,서울특별시 중구 충무로56-1
1501,경찰청 서울특별시경찰청 서울중부경찰서 을지지구대,서울특별시 중구 을지로 234
1502,경찰청 서울특별시경찰청 서울중부경찰서 장충파출소,서울특별시 중구 동호로 261
1503,경찰청 서울특별시경찰청 서울중부경찰서 충무파출소,서울특별시 중구 퇴계로 178
1504,경찰청 서울특별시경찰청 서울혜화경찰서,서울특별시 종로구 창경궁로 112-16
1505,경찰청 서울특별시경찰청 서울혜화경찰서 대학로파출소,서울특별시 종로구 이화장2길 33
1506,경찰청 서울특별시경찰청 서울혜화경찰서 덕산파출소,서울특별시 종로구 창신길 98
1507,경찰청 서울특별시경찰청 서울혜화경찰서 동묘파출소,서울특별시 종로구 종로58가길 19 동묘파출소
1508,경찰청 서울특별시경찰청 서울혜화경찰서 명륜파출소,서울특별시 종로구 성균관로 78
1509,경찰청 서울특별시경찰청 서울혜화경찰서 종로5가파출소,서울특별시 종로구 동호로 407
1510,경찰청 서울특별시경찰청 서울혜화경찰서 창신파출소,서울특별시 종로구 지봉로13길 20-12
1511,경찰청 서울특별시경찰청 서울혜화경찰서 혜화파출소,서울특별시 종로구 창경궁로 279 
1512,경찰청 서울특별시경찰청 서울혜화경찰서 효제파출소,서울특별시 종로구 종로41나길 24-6
1513,경찰청 세종특별자치시경찰청,세종특별자치시 한누리대로 1978
1514,경찰청 세종특별자치시경찰청 세종남부경찰서,세종특별자치시 시청대로 190
1515,경찰청 세종특별자치시경찰청 세종남부경찰서 금남파출소,세종시 금남면 용포로 62
1516,경찰청 세종특별자치시경찰청 세종남부경찰서 보람지구대,세종시 남세종로 440
1517,경찰청 세종특별자치시경찰청 세종남부경찰서 아름지구대,세종시 아름동 보듬3로 113
1518,경찰청 세종특별자치시경찰청 세종남부경찰서 한솔지구대,세종시 한솔동 노을3로 31
1519,경찰청 세종특별자치시경찰청 세종북부경찰서,세종시 조치원읍 군청로 36
1520,경찰청 세종특별자치시경찰청 세종북부경찰서 부강파출소,세종시 부강면 신대길 72-2
1521,경찰청 세종특별자치시경찰청 세종북부경찰서 연동파출소,세종시 연동면 청연로 606-1
1522,경찰청 세종특별자치시경찰청 세종북부경찰서 전동파출소,세종시 전동면 하노장 4길 9
1523,경찰청 세종특별자치시경찰청 세종북부경찰서 전의파출소,세종시 전의면 만세길 6
1524,경찰청 세종특별자치시경찰청 세종북부경찰서 조치원지구대,세종시 조치원읍 새내로 140
