"시군구명","어린이집코드","어린이집명","어린이집유형","운영현황","우편번호","상세주소","전화번호","팩스번호","홈페이지주소","보육실수","보육실 면적","놀이터수","CCTV총설치수","보육교직원수","정원","현원","시설 위도(좌표값)","시설 경도(좌표값)","통학차량운영여부","인가일자","휴지시작일자","휴지종료일자","폐지일자","데이터기준일자","제공서비스","반수-만0세","반수-만1세","반수-만2세","반수-만3세","반수-만4세","반수-만5세","반수-영아혼합(만0~2세)","반수-유아혼합(만3~5세)","반수-특수장애","반수-총계","아동수-만0세","아동수-만1세","아동수-만2세","아동수-만3세","아동수-만4세","아동수-만5세","아동수-영아혼합(만0~2세)","아동수-유아혼합(만3~5세)","아동수-특수장애","아동수-총계","근속년수-1년미만","근속년수-1년이상~2년미만","근속년수-2년이상~4년미만","근속년수-4년이상~6년미만","근속년수-6년이상","교직원현황-원장","교직원현황-보육교사","교직원현황-특수교사","교직원현황-치료교사","교직원현황-영양사","교직원현황-간호사","교직원현황-간호조무사","교직원현황-조리원","교직원현황-사무직원","교직원현황-총계","데이터수집일"
"동작구","11590000457","맘스하트카페 상도2동점","국공립","정상","07032","서울특별시 동작구 양녕로 220 상도역롯데캐슬 지하1층","02-823-4567","","","0","410","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"동작구","11590000455","맘스하트카페 흑석동점","국공립","정상","06982","서울특별시 동작구 흑석한강로 11 흑석동주민센터 2층","02-823-4567","","","0","39","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"노원구","11350000693","현대아이어린이집","가정","폐지","01847","서울특별시 노원구 동일로176길 39-12 101동 103호(공릉동 고려현대아파트)","02-973-3771","02-973-3771","","3","56","0","4","0","13","0","37.62607473","127.0834916","미운영","2006-12-27","","","2018-03-09","2022-10-26","일반","2","2","2","0","0","0","8","0","0","14","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:17.0"
"노원구","11350000689","그린키즈어린이집","가정","폐지","01752","서울특별시 노원구 노해로 508 604동 102호(상계동 상계주공6단지아파트)","02-6223-2573","","","2","42","0","3","0","14","0","37.654705","127.06619","미운영","2006-12-27","","","2021-03-18","2022-10-26","일반","2","0","1","0","0","0","5","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"동작구","11590000460","따움상담센터","국공립","정상","07042","서울특별시 동작구 성대로2길 9 신한은행 5층","02-823-4567","","","0","125","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"동작구","11590000451","맘스하트카페 사당3동점","국공립","정상","06989","서울특별시 동작구 사당로23길 254 별관 지하1층","02-823-4567","","","0","259","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"동작구","11590000450","맘스하트카페 사당1동점","국공립","정상","07025","서울특별시 동작구 남부순환로 2081 사당어르신종합복지관 3층","02-823-4567","","","0","146","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"도봉구","11320000282","사랑별어린이집","가정","폐지","01362","서울특별시 도봉구 시루봉로 107 23동 113호(방학동 신동아아파트)","02-3493-5510","02-3493-5510","","2","30","0","3","0","11","0","37.65754847","127.0260095","미운영","2006-12-27","","","2019-08-30","2022-10-26","일반","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:05.0"
"동작구","11590000458","로야장난감대여점","국공립","정상","07032","서울특별시 동작구 양녕로 220 상도역롯데캐슬아파트 지하1층","02-823-4567","","","0","275","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"동작구","11590000456","맘스하트카페 흑석동2호점","국공립","정상","06973","서울특별시 동작구 서달로 129 까망돌도서관 1층","02-823-4567","","","0","155","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"동작구","11590000459","토이즐장난감보관소","국공립","정상","07032","서울특별시 동작구 양녕로 220 상도역롯데캐슬아파트 지하1층","02-823-4567","","","0","128","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"동작구","11590000452","맘스하트카페 상도1동점","국공립","정상","06969","서울특별시 동작구 상도로47아길 44-1 1층","02-823-4567","","","0","175","0","0","0","0","0","","","","2006-12-27","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"금천구","11545000189","제일교회 방과후교실","법인?단체등","폐지","08656","서울특별시 금천구 탑골로2길 56 제일교회내 (시흥동)","02-808-2036","02-807-4949","","2","120","0","1","0","20","0","37.45041094","126.9131705","미운영","2006-12-26","","","2018-07-01","2022-10-26","방과후 전담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:25.0"
"노원구","11350000687","청솔그린어린이집","가정","폐지","01827","서울특별시 노원구 노원로1길 21 904동 108호(공릉동 공릉9단지청솔아파트)","02-6232-5360","","","3","84","0","0","0","19","0","37.62136823","127.0849507","미운영","2006-12-26","","","2015-12-01","2022-10-26","일반","1","2","1","0","0","0","3","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:17.0"
"동작구","11590000211","린아어린이집","민간","정상","06977","서울특별시 동작구 상도로53길 70 상도SH빌 관리동1층 (상도동)","02-815-2535","02-815-2536","","4","195","0","7","8","45","42","37.50197689","126.9508505","운영","2006-12-22","","","","2022-10-26","일반","0","0","1","1","0","0","1","1","0","4","0","0","6","13","0","0","3","20","0","42","60","0","20","0","20","1","5","0","0","0","0","0","1","0","8","2022-10-26 09:19:45.0"
"동대문구","11230000276","포르테몬테소리어린이집","민간","정상","02642","서울특별시 동대문구 장한로12길 76-1","02-2247-1263","02-2213-5583","","8","214","1","7","13","80","76","37.56423259","127.0714692","운영","2006-12-21","","","","2022-06-15","야간연장","0","0","0","2","1","2","0","0","0","5","0","0","0","23","20","33","0","0","0","76","44","0","22","11","22","1","9","0","0","0","0","0","1","0","13","2022-06-15 09:29:56.0"
"노원구","11350000767","공릉사임당어린이집","가정","정상","01820","서울특별시 노원구 공릉로34길 38 1008동 101호(공릉동태강)","02-979-3520","","agalove33@hanmail.net","3","79","0","4","8","18","18","37.62317","127.08137","미운영","2006-12-21","","","","2022-10-26","일반","5","3","1","0","0","0","3","0","0","12","9","4","0","0","0","0","5","0","0","18","57","0","14","14","14","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:03:16.0"
"강동구","11740000215","루하마어린이집","민간","정상","05259","서울특별시 강동구 구천면로53가길 1 (암사동 478-53)","02-3013-8255","02-3427-0672","http://cafe.daum.net/dainkidscenter","9","216","1","13","16","76","49","37.55024253","127.1361087","운영","2006-12-21","","","","2022-10-26","일반","2","4","2","1","0","0","2","2","0","13","3","10","10","12","0","0","3","11","0","49","67","8","25","0","0","1","12","0","0","0","0","0","1","0","16","2022-10-26 22:05:35.0"
"양천구","11470000239","파란꿈터어린이집","가정","폐지","08104","서울특별시 양천구 목동남로4길 6-23 206동 106호(신정동 목동2차우성아파트)","02-6736-2653","02-6736-2653","http://www.cyworld.com./parankkumteo","3","109","1","5","0","20","0","37.50776138","126.866473","미운영","2006-12-21","","","2017-02-28","2022-10-26","일반","2","2","1","0","0","0","2","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:56.0"
"은평구","11380000289","기쁜숲어린이집","가정","폐지","122902","서울특별시 은평구 갈현로9길 5-3","02-383-1034","","","3","85","0","0","0","20","0","37.60462708","126.9099556","미운영","2006-12-19","","","2014-06-26","2022-10-26","야간연장","0","2","0","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:26.0"
"성동구","11200000170","솔아어린이집","민간","폐지","133816","서울특별시 성동구 마조로15길 17 (마장동)","02-2281-4523","02-2299-9046","http://cafe.daum.net/sola-sola","5","107","0","0","0","32","0","37.5636135","127.0396961","운영","2006-12-18","","","2013-02-28","2022-10-26","일반","1","1","2","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:05.0"
"관악구","11620000330","드림타운어린이집","가정","폐지","08862","서울특별시 관악구 난곡로 55 224동 103호 (신림동관악산휴먼시아)  [난향동]","02-838-7974","","","5","114","0","5","0","20","0","37.45974045390131","126.92075313880944","미운영","2006-12-18","","","2019-02-28","2022-10-26","일반","1","1","1","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:55.0"
"노원구","11350000684","i사랑어린이집","가정","폐지","01820","서울특별시 노원구 공릉로34길 38 1009동 101호(공릉동 태강)","02-979-0353","02-949-0359","www.cyworld.com/kidsinlove","2","49","0","3","0","14","0","37.62317","127.08137","미운영","2006-12-15","","","2019-03-01","2022-10-26","일반","1","1","0","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"노원구","11350000681","황토튼튼어린이집","가정","폐지","01815","서울특별시 노원구 공릉로34길 118 202동 108호(공릉동 삼익2차)","02-975-8223","","","3","62","0","4","0","20","0","37.63027442","127.0694439","미운영","2006-12-14","","","2020-09-16","2022-10-26","일반","1","2","1","0","0","0","3","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:17.0"
"노원구","11350000680","베베랑어린이집","가정","정상","01675","서울특별시 노원구 노원로 564 상계주공10단지 1005동 105호","02-3392-0929","070-277-7386","","2","41","0","3","3","13","6","37.66198495881091","127.05452541907824","미운영","2006-12-14","","","","2022-10-26","일반","1","0","1","0","0","0","2","0","0","4","2","0","0","0","0","0","4","0","0","6","67","0","33","0","0","1","2","0","0","0","0","0","0","0","3","2022-10-26 22:03:16.0"
"송파구","11710000289","티움어린이집","민간","폐지","05678","서울특별시 송파구 송파대로36길 32-6","02-417-3408","02-422-2373","http://cafe.daum.net/TIUM","7","181","1","0","0","68","0","37.50108619","127.1152479","","2006-12-13","","","2012-03-31","2022-10-26","일반","0","0","1","3","0","1","0","1","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:05:27.0"
"도봉구","11320000287","명화어린이집","가정","정상","01362","서울특별시 도봉구 시루봉로 107 7동 103호(방학동 신동아1차아파트)","02-3491-3221","02-3491-3226","","3","46","0","3","5","17","11","37.66131","127.02626","미운영","2006-12-13","","","","2022-10-26","일반","5","4","4","1","0","0","9","0","0","23","0","0","6","0","0","0","5","0","0","11","25","0","25","25","25","1","3","0","0","0","0","0","0","0","5","2022-10-26 22:03:05.0"
"영등포구","11560000227","베베몬테소리어린이집","가정","폐지","07279","서울특별시 영등포구 영등포로12길 8 1동 101호(양평동1가 신동아아파트)","02-3667-7847","","","3","38","0","4","0","13","0","37.52221151","126.8865766","미운영","2006-12-12","","","2021-08-04","2022-10-26","야간연장","3","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:35.0"
"동작구","11590000210","로고스어린이집","민간","폐지","07061","서울특별시 동작구 보라매로7가길 5-5","02-6085-3302","02-6085-3302","","4","244","0","0","0","39","0","37.49341001","126.9262094","미운영","2006-12-05","","","2013-03-08","2022-10-26","일반","0","0","1","1","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 09:19:45.0"
"노원구","11350000682","상아어린이집","가정","폐지","01774","서울특별시 노원구 섬밭로 263 15동 103호(중계동 상아아파트)","02-979-4070","02-979-4070","","2","59","0","3","0","13","0","37.64471993","127.0871107","미운영","2006-12-04","","","2019-06-03","2022-10-26","일반","2","0","1","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"강서구","11500000319","뽄다어린이집","가정","폐지","07768","서울특별시 강서구 강서로17라길 7-8","02-2648-0148","050-5264-0148","","4","68","0","0","0","20","0","37.53286077","126.8403227","운영","2006-12-02","","","2016-08-31","2022-10-26","야간연장","2","2","2","0","0","0","2","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:06.0"
"강서구","11500000312","나무아래어린이집","가정","폐지","07705","서울특별시 강서구 강서로43길 17 101동 1호(화곡동 신일골드빌)","02-2692-3196","02-2692-3196","http://blog.naver.com/namoo3196","4","63","0","0","0","19","0","37.54674051","126.8353163","미운영","2006-12-01","","","2015-05-31","2022-10-26","일반","2","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:06.0"
"용산구","11170000104","또래어린이집","민간","폐지","04361","서울특별시 용산구 원효로35길 37-7","02-704-8717","","","5","70","1","0","0","26","0","37.53487239","126.9551522","운영","2006-12-01","","","2016-02-29","2022-10-26","야간연장","0","0","1","1","0","0","6","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:01:54.0"
"중랑구","11260000237","열린창의어린이집","민간","정상","131851","서울특별시 중랑구 중랑천로 324 (묵동)","02-976-9834","02-976-9838","","5","185","1","8","9","61","39","37.61367662","127.0731269","운영","2006-12-01","","","","2022-10-26","일반","0","0","2","1","1","1","0","1","0","6","0","0","10","15","0","0","0","14","0","39","40","20","20","0","20","1","5","0","0","0","0","0","1","0","9","2022-10-26 22:02:35.0"
"노원구","11350000690","두산피노키오어린이집","가정","폐지","01825","서울특별시 노원구 공릉로 126 101동 104호(공릉동 두산힐스빌아파트)","02-6229-0968","","","3","109","0","4","0","20","0","37.62479253","127.0809403","미운영","2006-12-01","","","2022-03-01","2022-10-26","일반","2","0","0","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"은평구","11380000206","화리앙팡어린이집","민간","폐지","03475","서울특별시 은평구 백련산로 140 (응암동)","02-359-0033","02-359-0033","","7","220","1","16","0","76","0","37.59780048","126.924147","운영","2006-11-29","","","2019-03-15","2022-10-26","일반","1","2","2","1","1","1","1","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:26.0"
"은평구","11380000288","리틀클애들어린이집","가정","재개","03419","서울특별시 은평구 역말로4길 18 103동 101호(역촌동 부호아파트)","02-359-5658","02-359-5658","","3","56","0","4","1","19","0","37.60405147","126.9127058","운영","2006-11-29","","","","2022-10-26","일반","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","1","0","0","0","0","0","0","0","0","1","2022-10-26 22:03:26.0"
"동대문구","11230000275","동원꿈나무방과후어린이집","민간","폐지","02478","서울특별시 동대문구 정릉천동로 136-1","02-967-0806","02-968-3191","","3","123","0","0","0","40","0","37.58454409","127.0367541","미운영","2006-11-28","","","2013-07-02","2022-06-15","방과후 전담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-06-15 09:29:56.0"
"영등포구","11560000229","리틀새록어린이집","가정","폐지","150822","서울 영등포구 대림1동 976-27","02-845-1162","02-831-8137","","0","0","0","0","0","20","0","","","","2006-11-28","","","2008-01-04","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:35.0"
"노원구","11350000676","다올어린이집","가정","폐지","01766","서울특별시 노원구 동일로213길 21 120동 106호(상계동 상계주공1차)","02-939-2797","02-6228-2797","sooiny1225@naver.com","2","55","0","3","0","13","0","37.6529781","127.0579163","미운영","2006-11-27","","","2016-07-30","2022-10-26","일반","0","1","1","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"강서구","11500000300","숲속나라어린이집","민간","정상","07730","서울특별시 강서구 까치산로4길 64-6 (화곡동)","02-2695-1918","","","4","107","0","6","11","40","37","37.54026657348036","126.84583685820283","미운영","2006-11-27","","","","2022-10-26","일반","0","2","2","0","0","0","2","1","0","7","0","10","14","0","0","0","5","8","0","37","89","0","11","0","0","1","9","0","0","0","0","0","0","0","11","2022-10-26 22:04:07.0"
"노원구","11350000688","새싹몬테소리어린이집","가정","폐지","01663","서울특별시 노원구 한글비석로 396 105동 112호(상계동 벽산)","02-6749-6748","","","3","62","0","0","0","17","0","37.66129455","127.0726927","미운영","2006-11-27","","","2020-12-14","2022-10-26","일반","0","1","0","0","0","0","4","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"구로구","11530000280","밝은마음어린이집","민간","정상","08238","서울특별시 구로구 경인로35길 71 (고척동2773-59 1층 일부)","02-2616-2555","0504-247-9615","cafe.naver.com/0226162555","3","171","0","4","5","25","9","37.50392273","126.8530078","미운영","2006-11-24","","","","2022-10-26","야간연장","1","0","0","0","0","0","1","1","0","3","1","0","0","0","0","0","4","4","0","9","25","0","50","0","25","1","3","0","0","0","0","0","0","0","5","2022-10-26 22:04:16.0"
"영등포구","11560000232","즐거운코뿔소어린이집","민간","정상","07279","서울특별시 영등포구 양평동1가 문래북로 31 양평동1가 13-25","02-3667-6686","02-2679-6831","","6","250","1","7","15","74","64","37.5213940434","126.888792137","운영","2006-11-24","","","","2022-10-26","일반","0","4","4","0","0","1","0","0","0","9","0","20","26","0","0","18","0","0","0","64","100","0","0","0","0","1","11","0","0","0","0","0","1","0","15","2022-10-26 22:04:36.0"
"노원구","11350000274","SK꼬마숲어린이집","가정","정상","01889","서울특별시 노원구 월계로42길 97 103동 102호(월계동꿈의숲sk뷰)","02-917-6725","","","4","84","0","4","8","20","14","37.62102644194348","127.0540197463399","미운영","2006-11-21","","","","2022-10-26","일반","3","0","0","0","0","0","1","0","0","4","9","0","0","0","0","0","5","0","0","14","50","33","17","0","0","1","5","0","0","0","0","0","1","0","8","2022-10-26 22:03:16.0"
"동대문구","11230000274","동아어린이집","민간","정상","02612","서울특별시 동대문구 한천로11길 10-1 동아아파트 단지내 유치원동 (답십리동)","02-2242-8337","02-2242-8335","","7","331","2","8","17","82","72","37.56927633","127.061745","운영","2006-11-17","","","","2022-06-15","일반","2","2","3","0","0","0","2","2","0","11","6","10","18","0","0","0","8","30","0","72","77","15","8","0","0","1","13","0","0","0","0","0","1","0","17","2022-06-15 09:29:55.0"
"서대문구","11410000202","숲속몬테소리어린이집","민간","정상","03697","서울특별시 서대문구 연희로31길 33","02-334-3006","02-334-1113","","7","244","1","14","22","90","80","37.57439466","126.9352011","운영","2006-11-17","","","","2022-10-26","야간연장","3","3","4","1","0","1","1","2","0","15","9","15","28","11","0","0","0","17","0","80","47","18","29","0","6","1","17","0","0","0","0","0","2","1","22","2022-10-26 22:03:35.0"
"양천구","11470000240","해맑음어린이집","가정","폐지","08074","서울특별시 양천구 중앙로29가길 6-1","02-2696-7002","","","2","24","0","0","0","9","0","37.51703379","126.8504237","미운영","2006-11-15","","","2015-08-21","2022-10-26","일반","1","0","0","0","0","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:56.0"
"구로구","11530000274","아이파크어린이집","가정","폐지","152092","서울 구로구 개봉2동 489번지 개봉아이파크 105동 101호","02-2685-7005","02-2685-7033","","0","0","0","0","0","18","0","","","","2006-11-14","","","2009-07-30","2022-10-26","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:16.0"
"노원구","11350000671","예원어린이집","가정","폐지","01661","서울특별시 노원구 상계로 193-14 102동 103호(상계동 상계대림E편한세상)","02-931-8551","","","3","55","0","3","0","13","0","37.66288288","127.0743901","미운영","2006-11-13","","","2021-03-13","2022-10-26","일반","2","1","0","0","0","0","3","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:17.0"
"광진구","11215000209","진아어린이집","민간","폐지","05053","서울특별시 광진구 자양번영로10길 3 (자양동)","02-455-2229","02-458-9222","","5","169","0","0","0","39","0","37.53629","127.07683","운영","2006-11-10","","","2013-12-31","2022-10-26","야간연장","2","1","3","1","0","0","6","3","0","16","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:15.0"
"강서구","11500000307","샤롯데어린이집","가정","폐지","07685","서울특별시 강서구 우장산로 82 101동 103호(화곡동 길성그랑프리텔)","02-2696-6881","02-2696-6885","www.cyworld/sgh1030","4","45","0","4","0","17","0","37.55216643","126.8451242","미운영","2006-11-10","","","2020-01-31","2022-10-26","일반","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:07.0"
"광진구","11215000213","구의사랑어린이집","가정","폐지","04956","서울특별시 광진구 자양로50가길 12-3 (구의동)","02-456-7339","02-455-7339","","5","64","0","3","0","14","0","37.552467079919595","127.09376252218632","미운영","2006-11-10","","","2019-02-28","2022-10-26","일반","5","1","0","0","0","0","3","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:15.0"
"중랑구","11260000246","새롬어린이집","국공립","정상","02249","서울특별시 중랑구 면목로42길 22 (면목동)","02-494-7612","02-493-7612","","4","120","1","8","14","43","41","37.57950957","127.0891404","미운영","2006-11-10","","","","2022-10-26","야간연장","3","2","2","1","0","0","0","0","0","8","8","10","14","9","0","0","0","0","0","41","42","17","17","0","25","1","12","0","0","0","0","0","1","0","14","2022-10-26 22:02:35.0"
"금천구","11545000188","시흥중앙교회 방과후교실어린이집","법인?단체등","폐지","08624","서울특별시 금천구 시흥대로72길 13 (시흥동)","02-802-5390","02-892-6225","","2","150","0","3","0","40","0","37.45722658","126.9002306","미운영","2006-11-10","","","2015-12-31","2022-10-26","방과후 전담","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:25.0"
"강서구","11500000304","꿈나무동산어린이집","가정","폐지","07781","서울특별시 강서구 강서로10길 31 (화곡동)","02-2699-6889","","","4","60","0","7","0","14","0","37.53041719","126.8495361","운영","2006-11-10","","","2019-03-15","2022-10-26","일반","0","2","3","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:06.0"
"노원구","11350000675","성신어린이집","가정","정상","01863","서울특별시 노원구 섬밭로 190 613동 104호(하계동 장미)","02-979-3332","02-979-3332","","3","86","0","3","5","13","9","37.6336322","127.0678","미운영","2006-11-09","","","","2022-10-26","일반","3","0","1","2","0","0","4","0","0","10","4","0","0","0","0","0","5","0","0","9","0","60","20","20","0","1","4","0","0","0","0","0","0","0","5","2022-10-26 22:03:16.0"
"관악구","11620000321","아뜰어린이집","민간","폐지","08718","서울특별시 관악구 봉천로23다길 23 보라매동] (봉천동)","02-886-8004","02-886-0090","http://cafe.daum.net/addeul8004","7","247","2","9","0","90","0","37.4874874","126.936964","운영","2006-11-09","","","2021-03-01","2022-10-26","일반","2","2","2","1","1","1","0","2","0","11","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:55.0"
"서대문구","11410000204","명성어린이집","민간","폐지","03651","서울특별시 서대문구 연희로39길 30 (홍은동)","02-391-2166","02-396-3219","mskinder@naver.com","3","118","0","6","0","27","0","37.58732123","126.9338462","미운영","2006-11-08","","","2021-01-01","2022-10-26","일반","1","1","1","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:35.0"
"강서구","11500000297","해아띠스쿨어린이집","민간","정상","07725","서울특별시 강서구 초록마을로6길 37-13","02-6085-7772","02-6085-7772","www.hat.pe.kr","6","253","2","7","16","94","76","37.54144706","126.8463397","미운영","2006-11-08","","","","2022-10-26","일반","1","2","3","0","1","1","2","1","0","11","0","10","13","0","14","18","10","11","0","76","54","8","39","0","0","1","13","0","0","0","0","0","1","0","16","2022-10-26 22:04:07.0"
"금천구","11545000102","한솔키즈빌어린이집","민간","폐지","08561","서울특별시 금천구 독산로58나길 81 (독산동)","02-802-7902","02-802-7905","","7","355","1","8","0","99","0","37.46656219","126.9066255","운영","2006-11-08","","","2019-11-30","2022-10-26","일반","0","1","2","2","0","1","2","2","0","10","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:25.0"
"노원구","11350000674","별초롱어린이집","가정","폐지","01894","서울특별시 노원구 석계로15길 25 101동 110호(월계동 한일아파트)","02-942-5004","02-942-5004","","3","85","0","4","0","19","0","37.6219218","127.0613624","미운영","2006-11-08","","","2016-03-01","2022-10-26","일반","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:16.0"
"도봉구","11320000112","아이세상어린이집","민간","정상","01314","서울특별시 도봉구 시루봉로17길 20 (방학동)","02-3493-5004","02-3493-5003","","6","141","0","9","13","42","37","37.66883203","127.0352214","운영","2006-11-08","","","","2022-10-26","일반","2","1","1","0","0","0","9","2","0","15","3","0","6","0","0","0","6","22","0","37","50","38","13","0","0","1","8","0","0","0","0","0","1","0","13","2022-10-26 22:03:06.0"
"송파구","11710000281","햇님어린이집","민간","정상","05592","서울특별시 송파구 백제고분로22길 15-15","02-416-3725","02-416-3725","osarangs@hanmail.net","6","233","1","12","16","88","62","37.50223117","127.0897159","미운영","2006-11-07","","","","2022-10-26","일반","4","3","2","1","1","1","2","2","0","16","9","10","14","13","0","0","0","16","0","62","69","8","8","8","8","1","13","0","0","0","0","0","1","0","16","2022-10-26 22:05:27.0"
"영등포구","11560000220","아가세상어린이집","가정","정상","07365","서울특별시 영등포구 도신로29길 28 214동 101호(영등포동 영등포푸르지오2단지아파트)","02-843-2282","0504-292-9796","","3","60","7","4","6","20","18","37.51181664","126.9036672","미운영","2006-11-03","","","","2022-10-26","일반","3","1","1","1","0","0","4","0","0","10","3","0","7","0","0","0","8","0","0","18","60","20","20","0","0","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:04:35.0"
