연번,지방청,경찰서,관서명,급지,구분,경찰_전화번호,경찰_주소
1016,강원청,평창,대화,3,파출소,033-339-5304,강원도 평창군 대화면 대화중앙로 112
1017,강원청,평창,진부,3,파출소,033-339-5275,강원도 평창군 진부면 청송로 103
1018,강원청,평창,대관령,3,파출소,033-339-5284,강원도 평창군 대관령면 대관령로 대관령로 95
1019,강원청,횡성,횡성,3,지구대,033-340-7415,강원도 횡성군 횡성읍 횡성로 389 
1020,강원청,횡성,둔내,3,파출소,033-340-7421,강원도 횡성군 둔내면 둔내로 33
1021,강원청,횡성,우천,3,파출소,033-340-7431,강원도 횡성군 우천면 수남로 390
1022,강원청,횡성,안흥,3,파출소,033-340-7441,강원도 횡성군 안흥면 안흥로 41
1023,강원청,횡성,청일,3,파출소,033-340-7451,강원도 횡성군 청일면 청정로 825
1024,강원청,횡성,서원,3,파출소,033-340-7461,강원도 횡성군 서원면 서원로  143
1025,강원청,고성,간성,3,파출소,033-682-0112,강원도 고성군 간성읍 간성로 104
1026,강원청,고성,토성,3,파출소,033-632-0113,강원도 고성군 토성면 토성로 165
1027,강원청,고성,죽왕,3,파출소,033-632-6112,강원도 고성군 죽왕면 심층수길 17
1028,강원청,고성,금강,3,파출소,033-682-2112,강원도 고성군 거진읍 거진길 67
1029,강원청,인제,상동,3,파출소,033-463-2112,강원도 인제군 인제읍 인제로 178번길 52-6
1030,강원청,인제,남면,3,파출소,033-461-6112,강원도 인제군 남면 신남로 49 남면파출소
1031,강원청,인제,기린,3,파출소,033-461-5112,강원도 인제군 기린면 기린로 32
1032,강원청,인제,북면,3,파출소,033-461-3112,강원도 인제군 북면 원통로 278 북면파출소
1033,강원청,인제,서화,3,파출소,033-462-4112,강원도 인제군 서화면 천도로81번길 28
1034,강원청,철원,동송,3,지구대,033-455-2112,강원도 철원군 동송읍 금학로 169-8  동송지구대
1035,강원청,철원,갈말,3,파출소,033-452-3117,강원도 철원군 갈말읍 명성로174번길 51
1036,강원청,철원,김화,3,파출소,033-458-3333,강원도 철원군 서면 와수로 232 김화파출소
1037,강원청,화천,간동,3,파출소,033-442-5112,강원도 화천군 간동면 파로호로 1144 간동파출소
1038,강원청,화천,상서,3,파출소,033-441-6112,강원도 화천군 상서면 다파로 1625 상서파출소
1039,강원청,화천,하리,3,파출소,033-442-3112,강원도 화천군 화천읍 중앙로6길 40 하리파출소
1040,강원청,화천,하남,3,파출소,033-441-2112,강원도 화천군 하남면 원천새싹길 8 하남파출소
1041,강원청,화천,사내,3,파출소,033-441-4112,강원도 화천군 사내면 포화로 1156 사내파출소
1042,강원청,양구,상리,3,파출소,033-481-3112,강원도 양구군 양구읍 택지길 74-45 상리파출소
1043,강원청,양구,국토정중앙,3,파출소,033-482-4113,강원도 양구군 국토정중앙면 삼팔선로 10-3
1044,강원청,양구,동면,3,파출소,033-482-7112,강원도 양구군 동면 금강산로 1685
1045,강원청,양구,방산,3,파출소,033-481-5112,강원도 양구군 방산면 평화로 5192
1046,강원청,양구,해안,3,파출소,033-481-0712,강원도 양구군 해안면 펀치볼로 1313 
1047,충북청,청주흥덕,복대,1,지구대,043-270-3702,충청북도 청주시 흥덕구  진재로 16 복대지구대
1048,충북청,청주흥덕,강서,1,지구대,043-270-3703,충청북도 청주시 흥덕구  가로수로 1158 
1049,충북청,청주흥덕,봉명,1,지구대,043-270-3705,충청북도 청주시 흥덕구 송절로 64번길 13
1050,충북청,청주흥덕,옥산,1,파출소,043-270-3708,충청북도 청주시 흥덕구 옥산면 청주역로 662 옥산파출소
1051,충북청,청주흥덕,오송,1,파출소,043-270-3707,충청북도 청주시 흥덕구 오송읍 가로수로 197 
1052,충북청,청주흥덕,강내,1,파출소,043-270-3704,충청북도 청주시 흥덕구 강내면 가로수로 566 강내파출소
1053,충북청,청주흥덕,남이,1,파출소,043-270-3709,충청북도 청주시 서원구 남이면 청남로 1205 남이파출소
1054,충북청,청주흥덕,현도,1,파출소,043-270-3710,충청북도 청주시 서원구 현도면 청남로 358 현도파출소
1055,충북청,청주상당,용암,1,지구대,043-280-1701,충청북도 청주시 상당구  용암북로160번길 7 용암지구대
1056,충북청,청주상당,분평,1,지구대,043-280-1703,충청북도 청주시 서원구  분평로 37 분평지구대
1057,충북청,청주상당,성안,1,지구대,043-280-1711,충청북도 청주시 상당구  상당로 94 성안지구대
1058,충북청,청주상당,미원,1,파출소,043-280-1708,충청북도 청주시 상당구 미원면 미원시내2길 43 
1059,충북청,청주상당,남일,1,파출소,043-280-1706,충청북도 청주시 상당구 남일면 단재로 657 
1060,충북청,청주상당,문의,1,파출소,043-280-1707,충청북도 청주시 상당구 문의면 문의시내로 1 
1061,충북청,청주상당,가덕,1,파출소,043-280-1705,충청북도 청주시 상당구  남일면 보청대로 4761
1062,충북청,청주청원,내덕,1,지구대,043-251-1701, 충청북도 청주시 청원구  중앙로 202 내덕지구대
1063,충북청,청주청원,사창,1,지구대,043-251-1703, 충청북도 청주시 서원구  1순환로 690 사창지구대
1064,충북청,청주청원,오창,1,지구대,043-251-1707, 충청북도 청주시 청원구 오창읍 2산단로 113 오창지구대
1065,충북청,청주청원,율량,1,지구대,043-251-1705, 충청북도 청주시 청원구  율량로3번길 41 율량지구대
1066,충북청,청주청원,내수,1,파출소,043-251-1709, 충청북도 청주시 청원구 내수읍 청암로 100-6 내수파출소
1067,충북청,충주,연수,2,지구대,043-852-1113,충청북도 충주시  연수서편2길 8
1068,충북청,충주,중앙,2,지구대,043-843-0021,충청북도 충주시  중앙로 109 중앙지구대
1069,충북청,충주,서충주,2,지구대,043-846-0112,충청북도 충주시 대소원면 대소원로 134
1070,충북청,충주,호암,2,지구대,043-843-0024,충청북도 충주시  중원대로 3394 호암지구대
1071,충북청,충주,엄정,2,지구대,043-852-7112,충청북도 충주시 엄정면 내창로 179
1072,충북청,충주,앙성,2,파출소,043-855-7112,충청북도 충주시 앙성면 가곡로 1029
1073,충북청,충주,금가,2,파출소,043-853-6112,충청북도 충주시 금가면 강수로 351
1074,충북청,충주,수안보,2,파출소,043-846-0030,충청북도 충주시 수안보면 온천중앙길 6
1075,충북청,충주,중앙탑,2,파출소,043-855-3212,충청북도 충주시 중앙탑면 중앙탑길 251
1076,충북청,제천,청전,2,지구대,043-641-8730,충청북도 제천시  용두천로 318
1077,충북청,제천,중앙,2,지구대,043-641-8720,충청북도 제천시  독순로 77
1078,충북청,제천,강저,2,지구대,043-641-8710,충청북도 제천시  청풍호로 79
1079,충북청,제천,청풍,2,파출소,043-641-8760,충청북도 제천시 청풍면 청풍호로 2119
1080,충북청,제천,덕산,2,파출소,043-641-8770,충청북도 제천시 덕산면 약초로 85
1081,충북청,제천,용두,2,파출소,043-641-8740,충청북도 제천시  용두대로 33
1082,충북청,제천,봉양,2,파출소,043-641-8750,충청북도 제천시 봉양읍 북부로 1455
1083,충북청,음성,설성,3,지구대,043-872-1517,충청북도 음성군 음성읍 중앙로 181
1084,충북청,음성,금왕,3,지구대,043-878-2112,충청북도 음성군 금왕읍 금석로 73
1085,충북청,음성,대소,3,파출소,043-881-7112,충청북도 음성군 대소면 오산로 43
1086,충북청,음성,삼성,3,파출소,043-878-5112,충청북도 음성군 삼성면 덕정로 111
1087,충북청,음성,맹동,3,파출소,043-878-9112,충청북도 음성군 맹동면 덕금로 408
1088,충북청,음성,감곡,3,파출소,043-881-2113,충청북도 음성군 감곡면 장감로 127
1089,충북청,음성,혁신,3,파출소,043-883-9112,충청북도 음성군 맹동면 장성로 115 
1090,충북청,영동,중앙,3,지구대,043-745-3112,충청북도 영동군 영동읍 계산로 63
1091,충북청,영동,황간,3,파출소,043-742-4112,충청북도 영동군 황간면 영동황간로 1661
1092,충북청,영동,상촌,3,파출소,043-743-4112,충청북도 영동군 용화면 민주지산로 3027
1093,충북청,영동,학산,3,파출소,043-743-6112,충청북도 영동군 학산면 서산로 72 
1094,충북청,영동,양강,3,파출소,043-742-1112,충청북도 영동군 양강면 학산영동로 835
1095,충북청,영동,용산,3,파출소,043-742-9112,충청북도 영동군 용산면 용산로 400
1096,충북청,괴산,괴산,3,지구대,043-834-3112,충청북도 괴산군 괴산읍 읍내로 246 괴산지구대
1097,충북청,괴산,증평,3,지구대,043-836-2112,충청북도 증평군 증평읍 중앙로 232
1098,충북청,괴산,칠성,3,파출소,043-832-5112,충청북도 괴산군 칠성면 도정로 53
1099,충북청,괴산,청안,3,파출소,043-836-9112,충청북도 괴산군 청안면 읍내리 청안읍내로 22
1100,충북청,괴산,청천,3,파출소,043-832-4112,충청북도 괴산군 청천면 괴산로 1357 
1101,충북청,괴산,불정,3,파출소,043-833-7112,충청북도 괴산군 불정면 목도로 24 
1102,충북청,괴산,연풍,3,파출소,043-833-5112,충청북도 괴산군 연풍면 향교로 43 
1103,충북청,단양,중앙,3,지구대,043-641-9710,충청북도 단양군 단양읍 삼봉로 259
1104,충북청,단양,영춘,3,파출소,043-641-9750,충청북도 단양군 영춘면 온달평강로 67
1105,충북청,단양,대강,3,파출소,043-641-9730,충청북도 단양군 대강면 대강로 68
1106,충북청,단양,가곡,3,파출소,043-641-9740,충청북도 단양군 가곡면 남한강로 530 
1107,충북청,단양,매포,3,파출소,043-641-9720,충청북도 단양군 매포읍 평동로 114
1108,충북청,보은,읍내,3,지구대,043-542-1112,충청북도 보은군 보은읍 뱃들4길 11-6 
1109,충북청,보은,속리산,3,파출소,043-543-3112,충청북도 보은군 속리산면 법주사로 276 
1110,충북청,보은,내북,3,파출소,043-542-0112,충청북도 보은군 내북면 남부로 6277 
1111,충북청,보은,회인,3,파출소,043-542-9112,충청북도 보은군 회인면 회인로 88
1112,충북청,보은,삼승,3,파출소,043-542-7112,충청북도 보은군 삼승면 원남로 56-1 
1113,충북청,보은,마로,3,파출소,043-542-3112,충청북도 보은군 마로면 관기송현로 54
1114,충북청,옥천,중앙,3,지구대,043-733-4112,충청북도 옥천군 옥천읍 지용로 21 중앙지구대
1115,충북청,옥천,청산,3,파출소,043-732-8112,충청북도 옥천군 청산면 지전길 48
1116,충북청,옥천,청성,3,파출소,043-732-9112,충청북도 옥천군 청성면 산계길 97
1117,충북청,옥천,이원,3,파출소,043-732-2112,충청북도 옥천군 이원면 신흥1길 18
1118,충북청,옥천,군북,3,파출소,043-732-5112,충청북도 옥천군 군북면 옥천로 1114 
1119,충북청,옥천,안내,3,파출소,043-730-9726,충청북도 옥천군 안내면 안내보은로 114
1120,충북청,옥천,동이,3,파출소,043-732-3112,충청북도 옥천군 동이면 평산길 34
1121,충북청,진천,상산,3,지구대,043-532-3112,충청북도 진천군 진천읍 남산3길 10 
1122,충북청,진천,덕산,3,지구대,043-536-4112,충청북도 진천군 덕산읍 덕금로 803 
1123,충북청,진천,이월,3,파출소,043-537-8112,충청북도 진천군 이월면 진광로 803 
1124,충북청,진천,광혜원,3,파출소,043-535-3112,충청북도 진천군 광혜원면 중리3길 18
1125,충북청,진천,초평,3,파출소,043-532-6112,충청북도 진천군 초평면 초동로 9
1126,충남청,천안서북,쌍용,1,지구대,041-575-0189,충청남도 천안시 서북구 쌍용12길 3
1127,충남청,천안서북,두정,1,지구대,041-568-6112,충청남도 천안시 서북구  오성9길 40
1128,충남청,천안서북,성정,1,지구대,041-561-0112,충청남도 천안시 서북구  천안천4길 48 
1129,충남청,천안서북,불당,1,지구대,041-556-0112,충청남도 천안시 서북구 불당23로 66번지
1130,충남청,천안서북,직산,1,파출소,041-563-0112,충청남도 서북구 직산읍 삼은2길 27번지
1131,충남청,천안서북,성거,1,파출소,041-536-1142,충청남도 천안시 서북구 성거읍 성거길 80
1132,충남청,천안서북,성환,1,파출소,041-581-0112,충청남도 천안시 서북구 성환읍 성환11길 5
1133,충남청,천안서북,입장,1,파출소,041-536-1146,충청남도 천안시 서북구 입장면 망향로 1088
1134,충남청,천안동남,목천북면,1,파출소,041-590-2688,충청남도 천안시 동남구 목천읍 서리 1길 50
1135,충남청,천안동남,수신성남,1,파출소,041-590--2692,충청남도 천안시 동남구 수신면 수신로 433
1136,충남청,천안동남,병천동면,1,파출소,041-590-2698,충청남도 천안시 병천면 충절로 1729
1137,충남청,천안동남,광덕풍세,1,파출소,041-590-2690,충청남도 천안시 병천면 충절로 1729
1138,충남청,천안동남,신방,1,파출소,041-590-2678,충청남도 천안시 동남구 통정4로 38
1139,충남청,천안동남,문성,1,파출소,041-590-2676,충청남도 천안시 동남구 옛시청길 21
1140,충남청,천안동남,신안,1,파출소,041-590-2674,충청남도 천안시 동남구 먹거리 11길 12
1141,충남청,천안동남,남산,1,지구대,041-590-2673,충청남도 천안시 동남구 충무로 437-1
1142,충남청,천안동남,원성,1,파출소,041-590-2677,충청남도 천안시 동남구 충절로 161
1143,충남청,천안동남,일봉,1,지구대,041-590-2672,충청남도 천안시 동남구 차돌로 44
1144,충남청,천안동남,청수,1,파출소,041-590-2686,충청남도 천안시 동남구 청수 14로 103
1145,충남청,서산,대산,1,지구대,041-689-9805,충청남도 서산시 대산읍 충의로 1932
1146,충남청,서산,서부,1,지구대,041-669-2112,충청남도 서산시  호수공원11로 31
1147,충남청,서산,동부,1,파출소,041-664-4112,충청남도 서산시  홍천로 20
1148,충남청,서산,해미,1,파출소,041-688-0112,충청남도 서산시 해미면 남문2로 183
1149,충남청,서산,성연,1,파출소,041-662-8112,충청남도 서산시 성연면 성연로 202
1150,충남청,서산,부석,1,파출소,041-662-4112,충청남도 서산시 부석면 취평2길 36
1151,충남청,서산,팔봉,1,파출소,041-662-6112,충청남도 서산시 팔봉면 팔봉1로 409
1152,충남청,아산,온천,1,지구대,041-538-0834,충청남도 아산시  삼동로16번길 7-11
1153,충남청,아산,온양,1,지구대,041-538-0844,충청남도 아산시  시민로258번길 3-1
1154,충남청,아산,충무,1,지구대,041-538-0842,충청남도 아산시  시민로 370-12
1155,충남청,아산,신창,1,파출소,041-538-0848,충청남도 아산시 신창면 서북부로 610
1156,충남청,아산,탕정,1,파출소,041-538-0847,충청남도 아산시 탕정로23번길 7
1157,충남청,아산,인주,1,파출소,041-538-0851,충청남도 아산시 인주면 공세길 54 공세리 282-2
1158,충남청,아산,도고선장,1,파출소,041-538-0853,충청남도 아산시 도고면 아산만로198번길 10
1159,충남청,아산,음봉,1,파출소,041-538-0850,충청남도 아산시 음봉면 음봉면로 19
1160,충남청,아산,둔포,1,파출소,041-538-0849,충청남도 아산시 둔포면 둔포면로 37
1161,충남청,아산,영인,1,파출소,041-538-0852,충청남도 아산시 영인면 아산리길 23 
1162,충남청,아산,배방,1,파출소,041-538-0846,충청남도 아산시 배방읍 모산로 151
1163,충남청,아산,장재,1,파출소,041-538-0843,충청남도 아산시 배방읍 용연로 92
1164,충남청,논산,계룡,2,지구대,042-841-8112,충청남도 계룡시 엄사면 계백로 3120
1165,충남청,논산,논산,2,지구대,041-732-0112,충청남도 논산시  해월로 157 
1166,충남청,논산,강경,2,지구대,041-746-3305,충청남도 논산시 강경읍 대흥로 1-2
1167,충남청,논산,연무,2,지구대,041-746-3302,충청남도 논산시 연무읍 안심로61번길 4
1168,충남청,논산,상월,2,파출소,041-732-4112,충청남도 논산시 상월면 백일헌로 1035 
1169,충남청,논산,양촌,2,파출소,041-741-2112,충청남도 논산시 양촌면 황산벌로 428
1170,충남청,논산,연산,2,파출소,041-735-0112,충청남도 논산시 연산면 선비로275번길 28
1171,충남청,공주,신관,2,지구대,041-858-8903,충청남도 공주시  한적2길 25
1172,충남청,공주,금학,2,지구대,041-858-8901,충청남도 공주시  우금티로 535
1173,충남청,공주,유구,2,파출소,041-841-2112,충청남도 공주시 유구읍 중앙1길 115
1174,충남청,공주,탄천이인,2,파출소,041-857-0112,충청남도 공주시 이인면 은행길 34
1175,충남청,공주,반포,2,파출소,041-857-7112,충청남도 공주시 반포면 반포초교길 15
1176,충남청,공주,정안,2,파출소,041-858-6112,충청남도 공주시 정안면 정안중앙길 169 
1177,충남청,공주,계룡,2,파출소,041-857-5112,충청남도 공주시 계룡면 영규대사로 495
1178,충남청,공주,우성사곡,2,파출소,041-853-6112,충청남도 공주시 우성면 동대리길 75
1179,충남청,보령,해수욕장,2,지구대,041-933-7112,충청남도 보령시  머드로 70
1180,충남청,보령,동대,2,지구대,041-931-0112,충청남도 보령시  신설1길 53
1181,충남청,보령,미산,2,파출소,041-933-4112,충청남도 보령시 미산면 만수로 1129
1182,충남청,보령,천북,2,파출소,041-641-9112,충청남도 보령시 천북면 하궁길 8
1183,충남청,보령,주포,2,파출소,041-932-7112,충청남도 보령시 주포면 보령읍성길 80-32
1184,충남청,보령,대천,2,파출소,041-936-0112,충청남도 보령시  구시1길 38
1185,충남청,보령,웅천,2,파출소,041-933-2112,충청남도 보령시 웅천읍 충서로 928길  
1186,충남청,보령,오천,2,파출소,041-932-4112,충청남도 보령시 오천면 소성안길 50 
1187,충남청,당진,중앙,2,지구대,041-360-4301,충청남도 당진시 당진중앙2로157
1188,충남청,당진,신평,2,파출소,041-360-4304,충청남도 당진시 신평면 신평로840
1189,충남청,당진,면천,2,파출소,041-360-4308,충청남도 당진시 면천면 면천서문1길 82
1190,충남청,당진,합덕,2,파출소,041-360-4302,충청남도 당진시 합덕읍 합우로168
1191,충남청,당진,석문,2,지구대,041-360-4303,충청남도 당진시 석문면 통정3길 13
1192,충남청,당진,송악,2,지구대,041-360-4320,충청남도 당진시 송악로 660 송악파출소
1193,충남청,당진,송산,2,파출소,041-360-4306,충청남도 당진시 송산면 상거중앙길 59
1194,충남청,당진,순성,2,파출소,041-360-4312,충청남도 당진시 순성면 순성로 507-3
1195,충남청,홍성,오관,2,지구대,041-632-2038,충청남도 홍성군 홍성읍 내포로 14
1196,충남청,홍성,내포,2,지구대,041-632-9112,충청남도 홍성군 홍북읍 홍학로 56
1197,충남청,홍성,광천,2,지구대,041-641-0112,충청남도 홍성군 광천읍 광천로 341-2
1198,충남청,홍성,서부결성,2,파출소,041-632-8112,충청남도 홍성군 서부면 서부로 514
1199,충남청,홍성,홍동장곡,2,파출소,041-633-3112,충청남도 홍성군 홍동면 홍장남로 711
1200,충남청,홍성,갈산,2,파출소,041-633-2112,충청남도 홍성군 갈산면 갈산로 95
1201,충남청,홍성,금마,2,파출소,041-633-7112,충청남도 홍성군 금마면 금북로 32
1202,충남청,예산,예산,3,지구대,041-334-2118,충청남도 예산군 예산읍 아리랑로 22
1203,충남청,예산,삽교,3,지구대,041-338-0112,충청남도 예산군 삽교읍 삽교로1길 28
1204,충남청,예산,덕산,3,지구대,041-337-0112,충청남도 예산군 덕산면 덕산온천로 427
1205,충남청,예산,대술신양,3,파출소,041-333-5112,충청남도 예산군 대술면 대술로 145-1
1206,충남청,예산,광시대흥,3,파출소,041-332-1112,충청남도 예산군 광시면 예당로 157 
1207,충남청,예산,신례원신암,3,파출소,041-334-2179,충청남도 예산군 예산읍 신례원로 181번길
1208,충남청,부여,백강,3,지구대,041-835-1132,충청남도 부여군 부여읍 사비로 93
1209,충남청,부여,외내산,3,파출소,041-836-5112,충청남도 부여군 외산면 외산로 69
1210,충남청,부여,임천,3,파출소,041-833-2112,충청남도 부여군 임천면 성흥로 117
1211,충남청,부여,세도,3,파출소,041-833-0112,충청남도 부여군 세도면 세도중앙로 30
1212,충남청,부여,홍산,3,파출소,041-836-1112,충청남도 부여군 홍산면 홍산로 70 
1213,충남청,부여,구룡,3,파출소,041-832-2112,충청남도 부여군 구룡면 흥수로 158
1214,충남청,부여,석성,3,파출소,041-836-9112,충청남도 부여군 부여읍 왕릉로 695
1215,충남청,부여,규암,3,파출소,041-836-3112,충청남도 부여군 규암면 수북로 73 
1216,충남청,부여,은산,3,파출소,041-832-6112,충청남도 부여군 은산면 충절로 2792
1217,충남청,서천,금강,3,지구대,041-955-5302,충청남도 서천군 장항읍 장항로 134
1218,충남청,서천,서림,3,지구대,041-952-1302,충청남도 서천군 서천읍 서천로 69
1219,충남청,서천,판교,3,파출소,041-951-5112,충청남도 서천군 판교면 대백제로1908
1220,충남청,서천,한산,3,파출소,041-951-0112,충청남도 서천군 한산면 한마로61번길 3-4
1221,충남청,서천,비인,3,파출소,041-952-5112,충청남도 서천군 비인면 비인로 193
1222,충남청,서천,서면,3,파출소,041-952-0112,충청남도 서천군 서면 서인로 541 
1223,충남청,서천,마서,3,파출소,041-953-2113,충청남도 서천군 마서면 장서로 691
1224,충남청,금산,봉황,3,지구대,041-750-0306,충청남도 금산군 제원면 금강로 113
1225,충남청,금산,진악,3,지구대,041-750-0301,충청남도 금산군 금산읍 금산로 1446
1226,충남청,금산,진산,3,파출소,041-750-0303,충청남도 금산군 진산면 대둔산로 405 
1227,충남청,금산,복수,3,파출소,041-750-0304,충청남도 금산군 복수면 복수로 114
1228,충남청,금산,추부,3,파출소,041-750-0305,충청남도 금산군 추부면 마전로 56-1
1229,충남청,청양,정산,3,파출소,041-940-0312,충청남도 청양군 정산면 칠갑산로 1948 
1230,충남청,청양,칠갑,3,지구대,041-940-0311,충청남도 청양군 청양읍 칠갑산로 213
1231,충남청,청양,장평청남,3,파출소,041-940-0313,충청남도 청양군 장평면 닭우리고개길 39
1232,충남청,청양,화성남양,3,파출소,041-940-0314,충청남도 청양군 화성면 무한로 130
1233,충남청,청양,비봉,3,파출소,041-940-0316,충청남도 청양군 비봉면 충절로 1988
1234,충남청,청양,운곡,3,파출소,041-940-0315,충청남도 청양군 운곡면 청신로 878
1235,충남청,태안,태안,3,지구대,041-671-9121,충청남도 태안군 태안읍 중앙로 177
1236,충남청,태안,안면,3,파출소,041-671-9122,충청남도 태안군 안면읍 장터로 145
1237,충남청,태안,원북,3,파출소,041-671-9123,충청남도 태안군 원북면 상리길 31-4
1238,충남청,태안,근흥,3,파출소,041-671-9124,충청남도 태안군 근흥면 근흥로 730
1239,충남청,태안,남면,3,파출소,041-671-9125,충청남도 태안군 남면 남면로 101
1240,충남청,태안,소원,3,파출소,041-671-9126,충청남도 태안군 소원면 신덕길 17-1
1241,전북청,전주완산,서신,1,지구대,063-280-0649,전라북도 전주시 완산구  새터로 46 서신지구대
1242,전북청,전주완산,남문,1,지구대,063-280-0619,전라북도 전주시 완산구  대동로 95 남문지구대
1243,전북청,전주완산,삼천,1,지구대,063-280-0629,전라북도 전주시 완산구  성지산로 24 삼천지구대
1244,전북청,전주완산,화산,1,지구대,063-280-0639,전라북도 전주시 완산구  서원로 295 화산지구대
1245,전북청,전주완산,효자,1,지구대,063-280-0659,전라북도 전주시 완산구  용머리로 125 효자지구대
1246,전북청,전주완산,서부,1,지구대,063-280-0689,전라북도 전주시 완산구  마전들로 1 서부파출소
1247,전북청,전주완산,평화,1,지구대,063-280-0669,전라북도 전주시 완산구  평화로 159 평화파출소
1248,전북청,전주완산,서학,1,파출소,063-280-0679,전라북도 전주시 완산구  서학3길 45 서학파출소
1249,전북청,전주덕진,덕진,1,지구대,063-277-0113,전라북도 전주시 덕진구  사평로 76 덕진지구대
1250,전북청,전주덕진,아중,1,지구대,063-244-1112,전라북도 전주시 덕진구  진버들4길 10 아중지구대
1251,전북청,전주덕진,모래내,1,지구대,063-271-0112,전라북도 전주시 덕진구  안덕원로 173 모래내지구대
1252,전북청,전주덕진,호성,1,파출소,063-241-0112,전라북도 전주시 덕진구  동부대로 871 호성파출소
1253,전북청,전주덕진,역전,1,파출소,063-246-8112,전라북도 전주시 덕진구  동부대로 688 역전파출소
1254,전북청,전주덕진,여의,1,파출소,063-211-1112,전라북도 전주시 덕진구  쪽구름로 82 여의파출소
1255,전북청,전주덕진,팔복,1,파출소,063-211-4112,전라북도 전주시 덕진구  신복로 58 팔복파출소
1256,전북청,전주덕진,솔내,1,파출소,063-277-0112,전라북도 전주시 덕진구  솔내6길 23 솔내파출소
1257,전북청,전주덕진,송천2,1,파출소,063-272-1112,전라북도 전주시 덕진구  송천로 50 송천2파출소
1258,전북청,전주덕진,진북,1,파출소,063-275-0112,전라북도 전주시 덕진구  진북1길 19 진북파출소
1259,전북청,전주덕진,혁신,1,파출소,063-236-0113,전라북도 전주시 덕진구  출판로 92 혁신파출소
1260,전북청,군산,나운,1,지구대,063-461-0112,전라북도 군산시  대학로 293
1261,전북청,군산,임피,1,파출소,063-453-2112,전라북도 군산시 임피면 서원석곡로 610
1262,전북청,군산,성산,1,파출소,063-453-0112,전라북도 군산시 성산면 동군산로 25
1263,전북청,군산,나포,1,파출소,063-453-1112,전라북도 군산시 나포면 십자들로 644
1264,전북청,군산,서수,1,파출소,063-453-3112,전라북도 군산시 서수면 항쟁로 191
1265,전북청,군산,대야,1,파출소,063-451-2112,전라북도 군산시 대야면 만자로 10
1266,전북청,군산,개정,1,파출소,063-452-9812,전라북도 군산시  개정면 번영로 459
1267,전북청,군산,회현,1,파출소,063-466-5112,전라북도 군산시 회현면 회현로 173
1268,전북청,군산,은파,1,지구대,063-468-0120,전라북도 군산시  백토로 221번지
1269,전북청,군산,옥산,1,파출소,063-464-4112,전라북도 군산시 옥산면 옥산로 236(옥산면)
1270,전북청,군산,옥구,1,파출소,063-464-9112,전라북도 군산시  대학로 806
1271,전북청,군산,개야도,1,파출소,063-466-0113,전라북도 군산시 옥도면 개야도2길 19 개야도파출소
1272,전북청,군산,어청도,1,파출소,063-466-7112,전라북도 군산시 옥도면 어청도길 93
1273,전북청,군산,선유도,1,파출소,063-465-5123,전라북도 군산시 옥도면 선유북길 70-2
1274,전북청,군산,옥서,1,파출소,063-471-2112,전라북도 군산시 옥서면 옥구저수지로 182
1275,전북청,군산,비응,1,파출소,063-462-1181,전라북도 군산시  요죽안2길 31
1276,전북청,군산,중앙,1,파출소,063-445-2372,전라북도 군산시  서래안2길 24
1277,전북청,군산,개복,1,파출소,063-445-2365,전라북도 군산시  중정1길 16
1278,전북청,군산,경장,1,지구대,063-452-0112,전라북도 군산시  조촌2길 92-02
1279,전북청,군산,서해,1,지구대,063-466-0112,전라북도 군산시  공항로 377
1280,전북청,군산,수송,1,지구대,063-446-2500,전라북도 군산시  미장안3길 3
1281,전북청,익산,신동,1,지구대,063-855-6094,전라북도 익산시  익산대로64길 34
1282,전북청,익산,부송팔봉,1,지구대,063-836-1112,전라북도 익산시 무왕로 1152
1283,전북청,익산,중앙,1,지구대,063-855-3591,전라북도 익산시  인북로 146
1284,전북청,익산,평화,1,지구대,063-855-4826,전라북도 익산시  인북로1길 26
1285,전북청,익산,금마,1,파출소,063-834-7112,전라북도 익산시 금마면 동고도리 874
1286,전북청,익산,여산,1,파출소,063-836-5112,전라북도 익산시 여산면 가람로 376
1287,전북청,익산,왕궁,1,파출소,063-832-4112,전라북도 익산시 왕궁면 왕궁로 537
1288,전북청,익산,용안,1,파출소,063-861-3112,전라북도 익산시 용안면 현내1로 88
1289,전북청,익산,망성,1,파출소,063-861-9112,전라북도 익산시 망성면 무네미길 94
1290,전북청,익산,황등,1,파출소,063-856-5112,전라북도 익산시 황등면 황등로 120
1291,전북청,익산,삼기,1,파출소,063-858-8112,전라북도 익산시 삼기면 황금로 475
1292,전북청,익산,함라,1,파출소,063-856-9112,전라북도 익산시 함라면 수동길 4
1293,전북청,익산,함열,1,파출소,063-861-0112,전라북도 익산시 함열읍 함열1길 33 
1294,전북청,익산,낭산,1,파출소,063-861-5612,전라북도 익산시 낭산면 함낭로 957 낭산파출소
1295,전북청,익산,웅포,1,파출소,063-862-6112,전라북도 익산시 웅포면 웅포리 806
1296,전북청,익산,성당,1,파출소,063-861-1112,전라북도 익산시 성당면 성당로 159
1297,전북청,익산,용동,1,파출소,063-862-4112,전라북도 익산시 용동면 용동1길 80-27 용동파출소
1298,전북청,익산,오산,1,파출소,063-841-2132,전라북도 익산시 오산면 평동로 302
1299,전북청,익산,춘포,1,파출소,063-842-9113,전라북도 익산시  춘포로 340
1300,전북청,정읍,중앙,2,지구대,063-535-2274,전라북도 정읍시  수성5로 45-14
